Year,Trip Number,ADFG Number,Vessel Name,Sampler Name,Sample Date,Project Code,Project,Delivery Code,Delivery,Sample Type Code,Sample Type,Groundfish Stat Area,Groundfish Stat Area Group,Groundfish Management Area Code,Lingcod Management Area Code,Species Code,Species,Specimen Number,Length Type Code,Length Type,Length Millimeters,Weight Kilograms,Sex Code,Sex,Maturity Code,Maturity,Age,Age Readability Code,Age Readability
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,48,1,Tip of snout to fork of tail,720,3.73,2,Female,7,Mature,8,2,Comfortably Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,49,1,Tip of snout to fork of tail,570,2.15,1,Male,7,Mature,5,2,Comfortably Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,50,1,Tip of snout to fork of tail,580,1.94,1,Male,7,Mature,6,3,Fairly Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,51,1,Tip of snout to fork of tail,690,3.56,2,Female,7,Mature,7,2,Comfortably Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,52,1,Tip of snout to fork of tail,690,3.44,1,Male,7,Mature,16,2,Comfortably Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,53,1,Tip of snout to fork of tail,620,2.85,2,Female,7,Mature,4,2,Comfortably Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,54,1,Tip of snout to fork of tail,640,2.62,1,Male,7,Mature,5,2,Comfortably Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,55,1,Tip of snout to fork of tail,700,3.57,2,Female,7,Mature,16,3,Fairly Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,56,1,Tip of snout to fork of tail,640,2.55,2,Female,1,Immature,4,2,Comfortably Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,57,1,Tip of snout to fork of tail,620,2.51,1,Male,7,Mature,7,2,Comfortably Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,58,1,Tip of snout to fork of tail,660,2.91,2,Female,7,Mature,6,3,Fairly Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,59,1,Tip of snout to fork of tail,620,2.58,1,Male,7,Mature,4,2,Comfortably Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,60,1,Tip of snout to fork of tail,670,3.06,2,Female,7,Mature,8,3,Fairly Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,61,1,Tip of snout to fork of tail,690,3.46,2,Female,7,Mature,12,2,Comfortably Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,62,1,Tip of snout to fork of tail,630,2.8,1,Male,7,Mature,5,2,Comfortably Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,63,1,Tip of snout to fork of tail,680,3.4,2,Female,7,Mature,8,2,Comfortably Sure
2022,120,37833,ILONA B,Erica Ebert,9/23/2022 10:06,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,64,1,Tip of snout to fork of tail,670,2.29,2,Female,7,Mature,17,3,Fairly Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,1,1,Tip of snout to fork of tail,700,3.88,2,Female,7,Mature,24,2,Comfortably Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,2,1,Tip of snout to fork of tail,960,9.89,2,Female,7,Mature,44,2,Comfortably Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,3,1,Tip of snout to fork of tail,660,3.15,2,Female,7,Mature,7,3,Fairly Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,4,1,Tip of snout to fork of tail,640,2.61,2,Female,7,Mature,5,2,Comfortably Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,5,1,Tip of snout to fork of tail,680,3.7,2,Female,7,Mature,6,3,Fairly Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,6,1,Tip of snout to fork of tail,620,2.68,2,Female,1,Immature,7,3,Fairly Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,7,1,Tip of snout to fork of tail,690,3.21,1,Male,7,Mature,35,2,Comfortably Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,8,1,Tip of snout to fork of tail,690,3.75,2,Female,7,Mature,7,3,Fairly Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,9,1,Tip of snout to fork of tail,640,2.95,2,Female,7,Mature,6,2,Comfortably Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,10,1,Tip of snout to fork of tail,960,10.67,2,Female,7,Mature,33,2,Comfortably Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,11,1,Tip of snout to fork of tail,600,2.61,2,Female,7,Mature,7,3,Fairly Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,12,1,Tip of snout to fork of tail,750,4.23,2,Female,7,Mature,6,2,Comfortably Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,13,1,Tip of snout to fork of tail,700,3.49,2,Female,7,Mature,7,2,Comfortably Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,14,1,Tip of snout to fork of tail,830,7.06,2,Female,7,Mature,35,3,Fairly Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,15,1,Tip of snout to fork of tail,750,5,2,Female,7,Mature,10,5,Unsure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,16,1,Tip of snout to fork of tail,810,5.43,2,Female,7,Mature,17,2,Comfortably Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,17,1,Tip of snout to fork of tail,700,3.43,2,Female,7,Mature,8,3,Fairly Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,18,1,Tip of snout to fork of tail,710,4.45,1,Male,7,Mature,25,2,Comfortably Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,19,1,Tip of snout to fork of tail,690,3.38,2,Female,7,Mature,7,3,Fairly Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,20,1,Tip of snout to fork of tail,680,3.15,2,Female,7,Mature,6,3,Fairly Sure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,21,1,Tip of snout to fork of tail,750,4.13,1,Male,7,Mature,18,4,Somewhat Unsure
2022,127,26991,JEAN MARIE,"Erica Ebert, Isabel Platten",9/30/2022 6:58,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345701,,NSEI,NSEI,710,Sablefish,22,1,Tip of snout to fork of tail,790,5.87,2,Female,7,Mature,26,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,1,1,Tip of snout to fork of tail,680,3.45,2,Female,1,Immature,5,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,2,1,Tip of snout to fork of tail,840,5.47,2,Female,7,Mature,17,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,3,1,Tip of snout to fork of tail,760,5.16,2,Female,7,Mature,6,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,4,1,Tip of snout to fork of tail,860,7,2,Female,7,Mature,39,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,5,1,Tip of snout to fork of tail,650,2.71,1,Male,7,Mature,14,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,6,1,Tip of snout to fork of tail,770,5,2,Female,7,Mature,25,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,7,1,Tip of snout to fork of tail,590,2.27,1,Male,7,Mature,11,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,8,1,Tip of snout to fork of tail,630,2.65,1,Male,7,Mature,16,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,9,1,Tip of snout to fork of tail,870,5.81,2,Female,7,Mature,26,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,10,1,Tip of snout to fork of tail,590,2.28,2,Female,1,Immature,6,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,11,1,Tip of snout to fork of tail,670,3.4,2,Female,7,Mature,9,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,12,1,Tip of snout to fork of tail,650,2.78,2,Female,7,Mature,7,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,13,1,Tip of snout to fork of tail,650,2.81,2,Female,7,Mature,7,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,14,1,Tip of snout to fork of tail,730,4.21,1,Male,7,Mature,25,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,15,1,Tip of snout to fork of tail,660,3.11,2,Female,7,Mature,6,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,16,1,Tip of snout to fork of tail,700,4,2,Female,7,Mature,22,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,17,1,Tip of snout to fork of tail,760,4.95,2,Female,7,Mature,19,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,18,1,Tip of snout to fork of tail,760,4.65,2,Female,7,Mature,21,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,19,1,Tip of snout to fork of tail,670,2.8,2,Female,7,Mature,5,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,20,1,Tip of snout to fork of tail,650,3.12,2,Female,7,Mature,5,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,21,1,Tip of snout to fork of tail,680,2.86,1,Male,7,Mature,25,4,Somewhat Unsure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,22,1,Tip of snout to fork of tail,560,1.85,1,Male,7,Mature,8,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,23,1,Tip of snout to fork of tail,730,4.65,2,Female,7,Mature,12,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,24,1,Tip of snout to fork of tail,660,2.81,2,Female,7,Mature,5,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,25,1,Tip of snout to fork of tail,660,3.11,1,Male,7,Mature,34,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,26,1,Tip of snout to fork of tail,560,1.9,1,Male,7,Mature,4,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,27,1,Tip of snout to fork of tail,740,4.25,2,Female,7,Mature,27,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,28,1,Tip of snout to fork of tail,650,2.43,2,Female,1,Immature,6,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,29,1,Tip of snout to fork of tail,660,2.76,1,Male,1,Immature,28,5,Unsure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,30,1,Tip of snout to fork of tail,710,3.46,2,Female,7,Mature,8,4,Somewhat Unsure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,31,1,Tip of snout to fork of tail,660,2.84,2,Female,7,Mature,6,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,32,1,Tip of snout to fork of tail,700,3.2,2,Female,1,Immature,6,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,33,1,Tip of snout to fork of tail,540,1.92,1,Male,7,Mature,5,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,34,1,Tip of snout to fork of tail,630,2.69,2,Female,1,Immature,5,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,35,1,Tip of snout to fork of tail,660,3.34,2,Female,7,Mature,6,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,36,1,Tip of snout to fork of tail,810,5.69,1,Male,7,Mature,41,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,37,1,Tip of snout to fork of tail,690,3.54,2,Female,7,Mature,7,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,38,1,Tip of snout to fork of tail,710,3.99,2,Female,7,Mature,28,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,39,1,Tip of snout to fork of tail,630,2.56,2,Female,7,Mature,6,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,40,1,Tip of snout to fork of tail,710,3.51,2,Female,7,Mature,7,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,41,1,Tip of snout to fork of tail,770,4.24,2,Female,7,Mature,24,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,42,1,Tip of snout to fork of tail,600,2.58,1,Male,7,Mature,6,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,43,1,Tip of snout to fork of tail,620,2.37,2,Female,1,Immature,6,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,44,1,Tip of snout to fork of tail,620,2.59,2,Female,7,Mature,7,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,45,1,Tip of snout to fork of tail,640,2.7,2,Female,1,Immature,4,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,46,1,Tip of snout to fork of tail,580,2.32,1,Male,7,Mature,5,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,47,1,Tip of snout to fork of tail,700,3.31,2,Female,1,Immature,15,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,48,1,Tip of snout to fork of tail,610,2.47,2,Female,7,Mature,5,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,49,1,Tip of snout to fork of tail,660,3.11,1,Male,7,Mature,19,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,50,1,Tip of snout to fork of tail,720,4.19,2,Female,7,Mature,8,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,51,1,Tip of snout to fork of tail,730,3.64,2,Female,7,Mature,12,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,52,1,Tip of snout to fork of tail,790,4.56,2,Female,7,Mature,17,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,53,1,Tip of snout to fork of tail,710,4.7,1,Male,7,Mature,20,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,54,1,Tip of snout to fork of tail,690,4.16,1,Male,7,Mature,6,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,55,1,Tip of snout to fork of tail,700,3.45,2,Female,7,Mature,6,2,Comfortably Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,56,1,Tip of snout to fork of tail,620,2.35,2,Female,7,Mature,5,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,57,1,Tip of snout to fork of tail,640,2.66,2,Female,7,Mature,5,3,Fairly Sure
2022,130,55900,ARCHANGEL,"Erica Ebert, Isabel Platten",9/30/2022 13:00,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345731,,NSEI,NSEI,710,Sablefish,58,1,Tip of snout to fork of tail,620,2.91,2,Female,7,Mature,5,2,Comfortably Sure
